,Cluster_label,Venue_name,Venue_lat,Venue_lng,Distance,Beach,Ethiopian_restaurant,Indian_restaurant,Italian_restaurant,Lake,Mexican_restaurant,Scenic_lookout,Waterfall
153,1,Naan N Curry,37.762518,-122.41971,2982,0,0,1,0,0,0,0,0
0,1,Nopalito,37.77354423993796,-122.43917940929911,3010,0,0,0,0,0,1,0,0
24,1,Green Chile Kitchen,37.77736323565456,-122.44188173193396,3017,0,0,0,0,0,1,0,0
21,1,Curry Up Now,37.762319653793774,-122.42162745926812,3053,0,0,1,0,0,0,0,0
0,1,A16,37.80006754697879,-122.44205612395275,3069,0,0,0,1,0,0,0,0
2,1,Gracias Madre,37.761484,-122.419144,3080,0,0,0,0,0,1,0,0
160,1,"AmberDhara, Valencia",37.761986,-122.42191499999998,3096,0,0,1,0,0,0,0,0
11,1,Papito,37.76234647817989,-122.39740928735495,3110,0,0,0,0,0,1,0,0
42,1,Taqueria el Buen Sabor,37.76176187868646,-122.42157018792683,3110,0,0,0,0,0,1,0,0
61,1,flour+water pizzeria,37.76163292236174,-122.42157299524791,3124,0,0,0,1,0,0,0,0
37,1,Tara Indian Cuisine,37.76545904539987,-122.43148364720408,3142,0,0,1,0,0,0,0,0
29,1,Tacolicious,37.76094037094425,-122.4214506875055,3194,0,0,0,0,0,1,0,0
31,1,Taqueria Cancún,37.76041434416447,-122.41924383532758,3198,0,0,0,0,0,1,0,0
174,1,Waller St Steps,37.77011471921248,-122.43889600038528,3215,0,0,0,0,0,0,1,0
27,1,Pizzeria Delfina,37.761528004962244,-122.4242371423357,3216,0,0,0,1,0,0,0,0
8,1,Delfina,37.76152767594501,-122.42427237470002,3217,0,0,0,1,0,0,0,0
54,1,Garibaldi's,37.788386561967066,-122.44712996863429,3222,0,0,0,1,0,0,0,0
2,1,Lyon Street Steps,37.79354365639975,-122.44655907154083,3225,0,0,0,0,0,0,1,0
124,1,Prairie,37.76014792239044,-122.41992975067319,3241,0,0,0,1,0,0,0,0
2,1,flour + water,37.75906211575193,-122.41233362890493,3258,0,0,0,1,0,0,0,0
68,1,Agua Vista Park,37.76614132377395,-122.38613426685333,3268,0,0,0,0,0,0,1,0
22,1,San Jalisco,37.75876703677013,-122.41683124630434,3334,0,0,0,0,0,1,0,0
158,1,Beaver Street Wall,37.76542260841748,-122.43549628282813,3364,0,0,0,0,0,0,1,0
96,1,Bonita Taqueria Y Rotisserie,37.764101,-122.433413,3364,0,0,0,0,0,1,0,0
237,1,Taco Boys,37.763905,-122.433779,3401,0,0,0,0,0,1,0,0
3,1,Cafe Ethiopia,37.758922674566,-122.42134662714794,3406,0,1,0,0,0,0,0,0
141,1,Tacos Club,37.76378281691178,-122.43374924954384,3410,0,0,0,0,0,1,0,0
137,1,Papalote Mexican Grill,37.77588157851198,-122.44609044993082,3422,0,0,0,0,0,1,0,0
38,1,Buena Vista Park,37.768497022617865,-122.44062775550447,3447,0,0,0,0,0,0,1,0
142,1,The Wave Organ,37.80857602162009,-122.440167313174,3450,0,0,0,0,0,0,1,0
162,1,Mission Curry House,37.757971000000005,-122.419302,3463,0,0,1,0,0,0,0,0
70,1,Tacorgasmico,37.763183401471984,-122.43391513824461,3473,0,0,0,0,0,1,0,0
20,1,Mission Dolores Park,37.75998998481965,-122.4271184206009,3474,1,0,0,0,0,0,0,0
30,1,Mission Dolores Park,37.75998998481965,-122.4271184206009,3474,0,0,0,0,0,0,1,0
11,1,Buena Vista Park Summit,37.767875091258176,-122.4414987623464,3550,0,0,0,0,0,0,1,0
44,1,Top of Potrero Hill,37.75730833758727,-122.3999085244793,3573,0,0,0,0,0,0,1,0
26,1,Señor Sisig,37.75715,-122.421304,3595,0,0,0,0,0,1,0,0
32,1,Corona Heights Park,37.7650225313372,-122.43883066273017,3595,0,0,0,0,0,0,1,0
36,1,Palace of Fine Arts Lagoon,37.802501824698986,-122.44722973327524,3596,0,0,0,0,1,0,0,0
19,1,Kasa Indian Eatery,37.76104350446926,-122.43293051337922,3619,0,0,1,0,0,0,0,0
10,1,Corona Heights Summit,37.76499750972105,-122.43924241317987,3622,0,0,0,0,0,0,1,0
14,1,El Metate,37.75575030581972,-122.40950503383962,3624,0,0,0,0,0,1,0,0
4,1,Udupi Palace,37.75676871020177,-122.42108520192178,3631,0,0,1,0,0,0,0,0
17,1,The Panhandle,37.77237695730286,-122.44657516479494,3635,0,0,0,0,1,0,0,0
135,1,The Cove on Castro,37.76196562256068,-122.43515377829809,3646,1,0,0,0,0,0,0,0
24,1,Aslam's Rasoi,37.756324939417965,-122.42103702638165,3678,0,0,1,0,0,0,0,0
122,1,Poesia Osteria Italiana,37.761012432501495,-122.43434717636492,3691,0,0,0,1,0,0,0,0
13,1,Bhoga,37.761407,-122.435188,3698,0,0,1,0,0,0,0,0
6,1,Californios,37.7554,-122.417087,3707,0,0,0,0,0,1,0,0
175,1,La Tortilla,37.76105311481648,-122.43505514792086,3723,0,0,0,0,0,1,0,0
45,1,Sociale,37.78689578253514,-122.45307962677398,3749,0,0,0,1,0,0,0,0
267,1,Magic Flute Ristorante,37.78732916317867,-122.45314856832933,3753,0,0,0,1,0,0,0,0
205,1,Cava 22,37.7553512937153,-122.41981609148984,3758,0,0,0,0,0,1,0,0
112,1,Aditi Indian Cuisine,37.755207,-122.42085,3794,0,0,1,0,0,0,0,0
129,1,El Gallo Giro (Taco Truck),37.75418299033416,-122.41317588014323,3805,0,0,0,0,0,1,0,0
159,1,Cumberland stairs,37.758613915342174,-122.43203460875223,3809,0,0,0,0,0,0,1,0
38,1,Piccino Cafe,37.75773795347156,-122.39014525841264,3844,0,0,0,1,0,0,0,0
15,1,Marcella's Lasagneria & Cucina,37.7579958294458,-122.38923528445224,3857,0,0,0,1,0,0,0,0
29,1,Deccan Spice,37.754616205482,-122.42096669378383,3861,0,0,1,0,0,0,0,0
42,1,Vulcan Stairway,37.76346753677887,-122.44115442037582,3862,0,0,0,0,0,0,1,0
160,1,The Lita Vietor View,37.80690551866833,-122.44787496096055,3885,0,0,0,0,0,0,1,0
90,1,Saturn Street Steps Park,37.76275719646505,-122.44059652090073,3885,0,0,0,0,0,0,1,0
113,1,Tom & Jerry's Christmas House,37.75648917800093,-122.42902713833887,3898,0,0,0,0,0,0,1,0
67,1,Velvet Cantina,37.75374747949143,-122.41953331039318,3927,0,0,0,0,0,1,0,0
101,1,The Presidio Of San Francisco,37.806677,-122.448637,3929,1,0,0,0,0,0,0,0
7,1,Beretta,37.7538556,-122.4206327,3936,0,0,0,1,0,0,0,0
164,1,Taqueria San Francisco,37.752941352422155,-122.4081526644468,3941,0,0,0,0,0,1,0,0
28,1,La Palma Mexicatessen Molino y Tortilleria,37.75284649319716,-122.4100604157201,3946,0,0,0,0,0,1,0,0
161,1,Wind Turbines at Crissy Field,37.805974948628624,-122.44940818404777,3947,0,0,0,0,0,0,1,0
19,1,Taquerias El Farolito,37.752742962481975,-122.41115413285166,3958,0,0,0,0,0,1,0,0
110,1,Street Taco,37.7697357054948,-122.44889167748397,3959,0,0,0,0,0,1,0,0
162,1,The Sanchez Throne,37.75589684090051,-122.42935256226352,3970,0,0,0,0,0,0,1,0
88,1,Starr King Open Space,37.75350921443473,-122.40018295639216,3977,0,0,0,0,0,0,1,0
112,1,Taqueria Vallarta,37.752556423200794,-122.41258783623695,3983,0,0,0,0,0,1,0,0
92,1,Taqueria Guadalajara,37.752460382072776,-122.41500089356448,4009,0,0,0,0,0,1,0,0
27,1,Ritu Indian Soul Food,37.75237,-122.414479,4014,0,0,1,0,0,0,0,0
7,1,Om Indian Cuisine,37.769686854208565,-122.44967848373926,4021,0,0,1,0,0,0,0,0
5,1,Taqueria El Farolito,37.752654,-122.418313,4027,0,0,0,0,0,1,0,0
37,1,Barzotto,37.75246680918282,-122.42082049877277,4090,0,0,0,1,0,0,0,0
177,1,Pancho's Mexican Grill,37.781342426906534,-122.45620578706296,4094,0,0,0,0,0,1,0,0
17,1,Papalote Mexican Grill,37.7519528215759,-122.42096543312073,4149,0,0,0,0,0,1,0,0
65,1,Mount Olympus,37.763306385544766,-122.44554251432419,4153,0,0,0,0,0,0,1,0
71,1,La Traviata,37.7512874341159,-122.41841286461101,4178,0,0,0,1,0,0,0,0
254,1,Fiore Caffè,37.751968877131816,-122.42280097884655,4186,0,0,0,1,0,0,0,0
27,1,La Taqueria,37.750949,-122.418129,4211,0,0,0,0,0,1,0,0
23,1,Besharam,37.75421505426467,-122.38971859386444,4211,0,0,1,0,0,0,0,0
8,1,Inspiration Point,37.79220658139526,-122.45831688465272,4228,0,0,0,0,0,0,1,0
197,1,Ecology Trail,37.79311144033848,-122.45820446200487,4230,0,0,0,0,0,0,1,0
10,1,East Beach,37.80612209172951,-122.45320558547974,4248,1,0,0,0,0,0,0,0
5,1,Golden Gate Promenade,37.80547970041795,-122.45395845658027,4274,0,0,0,0,0,0,1,0
89,1,Douglass Steps,37.75736758449066,-122.4395462360707,4288,0,0,0,0,0,0,1,0
13,1,Padrecito,37.76574435901804,-122.45006486882085,4292,0,0,0,0,0,1,0,0
35,1,Kite Hill Open Space,37.758289882870194,-122.44143521277012,4309,0,0,0,0,0,0,1,0
204,1,Noe’s Cantina,37.751729639888396,-122.42735794752306,4332,0,0,0,0,0,1,0,0
163,1,Corbett Slope,37.76015557078295,-122.44462485145546,4339,0,0,0,0,0,0,1,0
57,1,Star India,37.7812078988996,-122.4593669859706,4371,0,0,1,0,0,0,0,0
23,1,Tacos El Patron,37.749268,-122.416113,4372,0,0,0,0,0,1,0,0
37,1,Alvord Lake,37.769057913877674,-122.45391975521774,4379,0,0,0,0,1,0,0,0
60,1,Arguello Restaurant,37.797661216666064,-122.45895326429721,4387,0,0,0,0,0,1,0,0
78,1,22nd Street Jungle Stairs,37.7543816767982,-122.43614387925199,4398,0,0,0,0,0,0,1,0
130,1,Mescolanza,37.78134658031404,-122.45992168890297,4416,0,0,0,1,0,0,0,0
102,1,Clipper Cove Beach,37.81329306633966,-122.37089395523071,4458,1,0,0,0,0,0,0,0
130,1,Warm Water Cove Park,37.754363215506096,-122.38336199175986,4469,1,0,0,0,0,0,0,0
103,1,Toxic Beach,37.754333609884796,-122.38307201318975,4485,1,0,0,0,0,0,0,0
75,1,Giorgio's Pizzeria,37.78309095009425,-122.46109832636017,4489,0,0,0,1,0,0,0,0
112,1,Francisca's,37.748320652399165,-122.41797152633359,4498,0,0,0,1,0,0,0,0
38,1,Crissy Field Marsh,37.80527578397067,-122.4569218326942,4499,0,0,0,0,1,0,0,0
19,1,Bella Trattoria Italiana,37.781315310240394,-122.46103951859854,4513,0,0,0,1,0,0,0,0
74,1,Yerba Buena Island,37.80999813154709,-122.36632412676066,4575,0,0,0,0,0,0,1,0
223,1,Los Yaquis,37.746896,-122.413836,4618,0,0,0,0,0,1,0,0
71,1,Pemberton Steps,37.758293558681466,-122.44692653417586,4629,0,0,0,0,0,0,1,0
29,1,Lupa Trattoria,37.75125633871735,-122.43448585803482,4632,0,0,0,1,0,0,0,0
38,1,The Little Chihuahua,37.751221384508725,-122.43463813052745,4642,0,0,0,0,0,1,0,0
234,1,bon appetikka,37.751248,-122.435607,4679,0,0,1,0,0,0,0,0
64,1,Ristorante Bacco,37.75141,-122.43612,4684,0,0,0,1,0,0,0,0
150,1,Hokali,37.769166445593704,-122.45817638933659,4704,1,0,0,0,0,0,0,0
202,1,Taco Bell,37.781088730552945,-122.46428786046154,4799,0,0,0,0,0,1,0,0
164,1,Yerba Buena Island Vista Point,37.809967,-122.362848,4835,0,0,0,0,0,0,1,0
48,1,Taqueria Cancun,37.745431596973155,-122.41999669073275,4844,0,0,0,0,0,1,0,0
112,1,Lake District,37.78704151179793,-122.46564008499463,4852,0,0,0,0,1,0,0,0
30,1,Emmy's Spaghetti Shack,37.74502182026873,-122.4203463391657,4894,0,0,0,1,0,0,0,0
56,1,Twin Peaks Reservoir,37.756202659943916,-122.4485492706299,4896,0,0,0,0,1,0,0,0
36,1,Presidio of San Francisco,37.79923865734214,-122.4647283554077,4923,0,0,0,0,0,0,1,0
37,1,Twin Peaks Summit,37.75457824954849,-122.44688093662262,4933,0,0,0,0,0,0,1,0
165,1,Portola Drive Lookout,37.75298341033597,-122.44457129843651,4944,0,0,0,0,0,0,1,0
40,1,Lily Pond - Golden Gate Park,37.770860989544204,-122.46220704891903,4946,0,0,0,0,1,0,0,0
105,1,Treasure Island Secret Beach,37.81209806594886,-122.36279377315411,4962,1,0,0,0,0,0,0,0
20,1,Coleridge Mini Park,37.74378561915743,-122.41954487872388,5018,0,0,0,0,0,0,1,0
73,1,Twin Peaks Summit (North/Eureka Peak),37.75315314996302,-122.44729936122896,5078,0,0,0,0,0,0,1,0
53,1,Taqueria La Alteña,37.743274044900836,-122.42155163920445,5105,0,0,0,0,0,1,0,0
166,1,The Pteradactyl's Nest,37.77345810428892,-122.46561735813472,5123,0,0,0,0,0,0,1,0
40,1,Crissy Field,37.804341954682855,-122.46535062789917,5144,0,0,0,0,0,0,1,0
24,1,Crissy Field,37.804341954682855,-122.46535062789917,5144,1,0,0,0,0,0,0,0
108,1,Clay Oven,37.743773814808236,-122.4266849709492,5157,0,0,1,0,0,0,0,0
5,1,Mountain Lake Park,37.787303073558135,-122.46913934392096,5159,0,0,0,0,1,0,0,0
48,1,Keeva Indian Kitchen,37.78283621635868,-122.46896842633957,5179,0,0,1,0,0,0,0,0
167,1,Market St Overlook,37.749355012661866,-122.44374080020863,5229,0,0,0,0,0,0,1,0
108,1,Sutro Tower,37.75536,-122.45289,5230,0,0,0,0,0,0,1,0
63,1,Twin Peaks Summit (South/Noe Peak),37.751579570617366,-122.44768023490906,5235,0,0,0,0,0,0,1,0
33,1,El Buen Comer,37.741745,-122.422223,5284,0,0,0,0,0,1,0,0
102,1,Ardiana,37.74248738572593,-122.42650722060347,5290,0,0,0,1,0,0,0,0
72,1,Treasure Island,37.824090595823414,-122.37070083618163,5303,0,0,0,0,0,0,1,0
41,1,Mountain Lake,37.78797115949144,-122.47106909751894,5328,0,0,0,0,1,0,0,0
14,1,La Ciccia,37.74200800946477,-122.42653101682663,5342,0,0,0,1,0,0,0,0
39,1,Zante Pizza and Indian Cuisine,37.741121840040776,-122.422623110012,5359,0,0,1,0,0,0,0,0
9,1,Tilak,37.74096435219035,-122.42274758108385,5378,0,0,1,0,0,0,0,0
168,1,City view place,37.748057017500756,-122.44441975842673,5383,0,0,0,0,0,0,1,0
6,1,Hamon Education Tower Observation Deck,37.77205414758087,-122.46837464962785,5403,0,0,0,0,0,0,1,0
93,1,Tikka Masala,37.76240951070901,-122.46287844139303,5435,0,0,1,0,0,0,0,0
12,1,West Beach Crissy Field,37.80663387318886,-122.46835470199584,5483,1,0,0,0,0,0,0,0
150,1,Naan N Curry,37.76416933734092,-122.46493208243936,5491,0,0,1,0,0,0,0,0
36,1,Little Nepal,37.73897123189891,-122.41368458026369,5498,0,0,1,0,0,0,0,0
57,1,Vega,37.7391742135669,-122.41743951497574,5502,0,0,0,1,0,0,0,0
68,1,VinoRosso,37.73901245660888,-122.41534272358848,5503,0,0,0,1,0,0,0,0
100,1,Tacos Los Altos,37.73895157202308,-122.41499929126603,5507,0,0,0,0,0,1,0,0
132,1,Pasquale's Pizza,37.76418726305658,-122.4654362149471,5528,0,0,0,1,0,0,0,0
15,1,Nopalito,37.76543949054888,-122.46629476547241,5529,0,0,0,0,0,1,0,0
19,1,Crissy Field Overlook,37.80500841455532,-122.46981112973964,5538,0,0,0,0,0,0,1,0
27,1,West Bluff Picnic Area and Beach,37.80664385016496,-122.46917251169155,5550,0,0,0,0,0,0,1,0
200,1,Gordo Taqueria,37.76523478243696,-122.4664776538243,5554,0,0,0,0,0,1,0,0
42,1,Koi Pond,37.770280804235725,-122.46982713746732,5591,0,0,0,0,1,0,0,0
22,1,Billy Goat Hill Park,37.740717353674626,-122.43244860765093,5638,0,0,0,0,0,0,1,0
43,1,Waterfowl Pond,37.768214,-122.469689,5667,0,0,0,0,1,0,0,0
60,1,Masala Dosa,37.762705020549,-122.46626094003464,5673,0,0,1,0,0,0,0,0
164,1,Rose Indian Cuisine,37.762457,-122.466096,5675,0,0,1,0,0,0,0,0
1,1,New Eritrea Restaurant & Bar,37.76393818133379,-122.46766258023246,5714,0,1,0,0,0,0,0,0
75,1,Crissy Field Fishing Pier,37.808541273286345,-122.4706733797899,5752,0,0,0,0,0,0,1,0
92,1,Lobos Valley Overlook,37.787979638314894,-122.47589707374573,5753,1,0,0,0,0,0,0,0
24,1,Lobos Valley Overlook,37.787979638314894,-122.47589707374573,5753,0,0,0,0,0,0,1,0
62,1,El Huarache Loco,37.73596600561219,-122.40967686409942,5826,0,0,0,0,0,1,0,0
165,1,Grill N Curry,37.763808,-122.469049,5828,0,0,1,0,0,0,0,0
97,1,Golden Gate Park Chinese Pavilion,37.7684786779139,-122.47337367752381,5955,0,0,0,0,0,0,1,0
8,1,Golden Gate Park Chinese Pavilion,37.7684786779139,-122.47337367752381,5955,0,0,0,0,0,0,0,1
0,1,Huntington Falls,37.768829615754555,-122.47371639675822,5969,0,0,0,0,0,0,0,1
151,1,Parking Baker Beach,37.79414823197996,-122.4781483776165,5986,1,0,0,0,0,0,0,0
9,1,Immigrant Point Overlook,37.796177092605056,-122.47785677936717,5989,0,0,0,0,0,0,1,0
99,1,Gordo Taqueria,37.7804416228081,-122.47813718879675,6014,0,0,0,0,0,1,0,0
3,1,Stow Lake,37.769529936552026,-122.47484404565844,6034,0,0,0,0,0,0,0,1
0,1,Stow Lake,37.769529936552026,-122.47484404565844,6034,0,0,0,0,1,0,0,0
106,1,Carmel By The Sea,37.80736384386495,-122.47491037756765,6050,1,0,0,0,0,0,0,0
128,1,Battery Godfrey,37.803397017309756,-122.4770108662386,6087,0,0,0,0,0,0,1,0
7,1,Golden Gate Overlook,37.80410459983463,-122.47678756713866,6090,0,0,0,0,0,0,1,0
13,1,Pacific Overlook,37.80088926627841,-122.47788849511707,6091,0,0,0,0,0,0,1,0
26,1,Strawberry Hill,37.76844396383533,-122.47538575501751,6121,0,0,0,0,1,0,0,0
51,1,Strawberry Hill,37.76844396383533,-122.47538575501751,6121,0,0,0,0,0,0,1,0
44,1,Laguna Honda Reservoir,37.74839962027423,-122.4592161800663,6172,0,0,0,0,1,0,0,0
77,1,Stow Lake Boat House,37.77063483611997,-122.47701639378465,6173,0,0,0,0,1,0,0,0
39,1,Bay Area,37.808200275900326,-122.4760656515639,6178,0,0,0,0,0,0,1,0
2,1,Marshall's Beach,37.801898032470135,-122.47890126992444,6204,1,0,0,0,0,0,0,0
169,1,Coastal Trail,37.80685956450674,-122.47703433036804,6206,0,0,0,0,0,0,1,0
1,1,Prayerbook Falls,37.77139016410644,-122.47783437618061,6216,0,0,0,0,0,0,0,1
31,1,Batteries To Bluffs Trail,37.80001434735277,-122.47975409030914,6230,1,0,0,0,0,0,0,0
122,1,Sand Ladder,37.79640456848644,-122.48070872916443,6241,1,0,0,0,0,0,0,0
148,1,Battery Crosby,37.798351465987956,-122.48044203411625,6253,0,0,0,0,0,0,1,0
72,1,Manzoni,37.73467816914885,-122.43389799980405,6314,0,0,0,1,0,0,0,0
178,1,15th Ave Steps,37.76109969748347,-122.47351009405432,6317,0,0,0,0,0,0,1,0
45,1,Spreckles Lake,37.76559827606509,-122.47740332128038,6406,0,0,0,0,1,0,0,0
49,1,Hidden Garden Mosaic Steps,37.759606171811136,-122.47362792491913,6407,0,0,0,0,0,0,1,0
54,1,Tommy's Mexican Restaurant,37.77999916404445,-122.48315962854485,6458,0,0,0,0,0,1,0,0
0,1,Baker Beach,37.793355016553285,-122.48373985290527,6467,1,0,0,0,0,0,0,0
125,1,The Taco Shop at Underdog's,37.76361351739218,-122.47756614573072,6509,0,0,0,0,0,1,0,0
179,1,Aerial Staircase,37.75292820669177,-122.46980203394553,6537,0,0,0,0,0,0,1,0
26,1,Fiorella,37.78188735290587,-122.48450964689253,6550,0,0,0,1,0,0,0,0
34,1,Lloyd Lake,37.7706977768871,-122.48161017894743,6556,0,0,0,0,1,0,0,0
116,1,Noori Pakistani & Indian Cuisine,37.76370762360676,-122.47871946561116,6597,0,0,1,0,0,0,0,0
12,1,Golden Gate Heights Mosaic Stairway,37.756222,-122.473625,6603,0,0,0,0,0,0,1,0
1,1,Golden Gate Park,37.76973638665379,-122.48204941686708,6625,0,0,0,0,1,0,0,0
10,1,Golden Gate Park,37.76973638665379,-122.48204941686708,6625,0,0,0,0,0,0,0,1
41,1,Golden Gate Park,37.76973638665379,-122.48204941686708,6625,1,0,0,0,0,0,0,0
32,1,Portals of the Past at Lloyd Lake,37.770759,-122.482512,6629,0,0,0,0,1,0,0,0
54,1,Golden Gate Heights Park,37.7503220430415,-122.4686528820759,6637,0,0,0,0,0,0,1,0
145,1,India Clay Oven,37.782139112271736,-122.48556292180825,6639,0,0,1,0,0,0,0,0
67,1,Seacliff,37.788259438943115,-122.48640060424805,6677,0,0,0,0,0,0,1,0
180,1,Edgehill Mountain,37.74145564817923,-122.45791464319146,6678,0,0,0,0,0,0,1,0
46,1,Elk Glen Lake,37.76684520609777,-122.48196343017594,6726,0,0,0,0,1,0,0,0
124,1,Mt. Davidson Cross,37.73834821373442,-122.45466802563172,6784,0,0,0,0,0,0,1,0
235,1,Taco Bell,37.72891693924547,-122.4308249431192,6848,0,0,0,0,0,1,0,0
141,1,Quintara Stairs,37.7488246658239,-122.47124344110489,6919,0,0,0,0,0,0,1,0
3,1,China Beach,37.788089862931265,-122.49118566513062,7098,1,0,0,0,0,0,0,0
47,1,Mallard Lake,37.76646734690438,-122.48681627272792,7141,0,0,0,0,1,0,0,0
114,1,GOLDEN GATE PARK SEGWAY RENTALS,37.7758367,-122.4907133,7192,1,0,0,0,0,0,0,0
212,1,A Desi Cafe,37.7540670765659,-122.47986664215696,7195,0,0,1,0,0,0,0,0
48,1,John McLaren Park,37.72434572226247,-122.42319189072175,7206,0,0,0,0,1,0,0,0
138,1,Spiazzo Ristorante,37.74049906835031,-122.46611414213069,7229,0,0,0,1,0,0,0,0
14,1,Roti Indian Bistro,37.74027348582191,-122.4663416193992,7261,0,0,1,0,0,0,0,0
71,1,El Toreador,37.740331993774404,-122.46655701002925,7269,0,0,0,0,0,1,0,0
97,1,Mozzarella di Bufala,37.7399885325088,-122.46653686048079,7296,0,0,0,1,0,0,0,0
49,1,Metson Lake,37.767203602481075,-122.48937249183655,7326,0,0,0,0,1,0,0,0
206,1,El Chico Produce Market #2,37.72460108131988,-122.43492645333833,7409,0,0,0,0,0,1,0,0
88,1,Trattoria Da Vittorio,37.739295412112625,-122.46759110305597,7416,0,0,0,1,0,0,0,0
14,1,Eagles Point,37.786713525391306,-122.49481025151098,7419,0,0,0,0,0,0,1,0
23,1,John McLaren Park Reservoir,37.72196964301879,-122.42253377247239,7459,0,0,0,0,1,0,0,0
99,1,Moore Road Pier,37.83130755511133,-122.4769131668496,7552,0,0,0,0,0,0,1,0
119,1,Gold Mirror Italian Restaurant,37.74317478584935,-122.47480898704109,7567,0,0,0,1,0,0,0,0
179,1,Chino's Taqueria,37.7759245537461,-122.49560414813048,7613,0,0,0,0,0,1,0,0
50,1,Spreckels Lake,37.770601638002034,-122.49410064001667,7614,0,0,0,0,1,0,0,0
170,1,Fort Baker jetty,37.83199596842217,-122.4778303729093,7663,0,0,0,0,0,0,1,0
81,1,Blue Tower,37.720357064869596,-122.42572477791916,7681,0,0,0,0,0,0,1,0
50,1,Battery Spencer,37.8279832835221,-122.48217612504958,7697,0,0,0,0,0,0,1,0
113,1,Clay Oven Indian Restaurant,37.736739482014684,-122.4703264867101,7788,0,0,1,0,0,0,0,0
51,1,Sunset Reservoir,37.750594081183735,-122.48529080212008,7805,0,0,0,0,1,0,0,0
15,1,Vista Point,37.83228741007175,-122.47986491828075,7822,0,0,0,0,0,0,1,0
3,1,Taquerias El Farolito,37.72122961664814,-122.43739536867459,7832,0,0,0,0,0,1,0,0
87,1,Taqueria Guadalajara,37.7212324569519,-122.43763599260711,7838,0,0,0,0,0,1,0,0
18,1,Battery Golden Gate Lookout,37.82972391485144,-122.48331469882349,7891,0,0,0,0,0,0,1,0
16,1,Conzelman Road Lookout,37.82874651498068,-122.48605143091181,8026,0,0,0,0,0,0,1,0
171,1,The View at Monterey,37.72824037441679,-122.46203615126224,8079,0,0,0,0,0,0,1,0
107,1,Quarry Beach,37.860772333839314,-122.41992891102126,8110,1,0,0,0,0,0,0,0
106,1,El Burrito Express,37.742703852785574,-122.48320198159512,8166,0,0,0,0,0,1,0,0
144,1,Little Joe's Pizza,37.718478,-122.439856,8190,0,0,0,1,0,0,0,0
13,1,Kirby Cove,37.82719226278575,-122.49000549316408,8224,1,0,0,0,0,0,0,0
66,1,Kirby Cove,37.82719226278575,-122.49000549316408,8224,0,0,0,0,0,0,1,0
52,1,Middle Lake,37.766095777604654,-122.49977634589084,8234,0,0,0,0,1,0,0,0
39,1,Chain of Lakes,37.76703885854222,-122.50043950460162,8259,0,0,0,0,1,0,0,0
53,1,South Lake,37.76482805980789,-122.50012450474016,8307,0,0,0,0,1,0,0,0
227,1,Sunset Cantina,37.760824,-122.498785,8348,0,0,0,0,0,1,0,0
54,1,North Lake,37.77072321929914,-122.50281572341919,8354,0,0,0,0,1,0,0,0
256,1,Villa D' Este,37.73162687060106,-122.47376221175591,8414,0,0,0,1,0,0,0,0
11,1,Mile Rock Beach,37.787268336058766,-122.50629425554153,8428,1,0,0,0,0,0,0,0
138,1,Outer Sunset,37.75445488995902,-122.49622837511524,8432,1,0,0,0,0,0,0,0
126,1,Ristorante Marcello,37.74259737134165,-122.48868254878488,8556,0,0,0,1,0,0,0,0
